Date,WORLD WITH USA GROSS
2001-09-28,1000.0
2001-10-01,990.1969928822384
2001-10-02,1000.8642105477095
2001-10-03,1007.3718292676916
2001-10-04,1024.6281824504476
2001-10-05,1019.8156102762927
2001-10-08,1015.0360176411687
2001-10-09,1009.1085274989947
2001-10-10,1033.410080783936
2001-10-11,1057.1049224222372
2001-10-12,1051.402533632971
2001-10-15,1041.9407540296083
2001-10-16,1048.0235145202605
2001-10-17,1047.4424677404527
2001-10-18,1038.7166467447867
2001-10-19,1040.8214049932383
2001-10-22,1058.733415886661
2001-10-23,1068.5668155994829
2001-10-24,1066.6364917497228
2001-10-25,1064.7937800940529
2001-10-26,1076.7443057529294
2001-10-29,1043.5969182833446
2001-10-30,1021.2127332398427
2001-10-31,1030.563029186061
2001-11-01,1041.6098396691705
2001-11-02,1045.8568042150089
2001-11-05,1068.0615760925243
2001-11-06,1078.9358003082516
2001-11-07,1074.2914389036418
2001-11-08,1090.8752891858928
2001-11-09,1086.8250434131749
2001-11-12,1076.255835197263
2001-11-13,1106.8478558598842
2001-11-14,1107.6799825597539
2001-11-15,1114.4043004893008
2001-11-16,1111.3378797759128
2001-11-19,1129.2112246360034
2001-11-20,1116.9352300442083
2001-11-21,1119.2478747839482
2001-11-22,1119.1537053899647
2001-11-23,1126.5336287565272
2001-11-26,1130.0038086708937
2001-11-27,1119.2165591664682
2001-11-28,1097.9474741774056
2001-11-29,1103.2086453052768
2001-11-30,1098.1650041906164
2001-12-03,1092.2448932695686
2001-12-04,1103.7960076719694
2001-12-05,1133.3335720727657
2001-12-06,1131.094968413008
2001-12-07,1121.4683982324864
2001-12-10,1105.3172202092346
2001-12-11,1102.6376774598475
2001-12-12,1096.7990173191156
2001-12-13,1076.4248066189693
2001-12-14,1070.0087459936585
2001-12-17,1080.2255479476773
2001-12-18,1088.7301111516476
2001-12-19,1092.9107270539744
2001-12-20,1087.1794947196654
2001-12-21,1103.05960300405
2001-12-24,1111.4539644084298
2001-12-25,1111.1004909047085
2001-12-26,1112.5780278750817
2001-12-27,1116.2423015609834
2001-12-28,1127.1478630225783
2001-12-31,1111.3321151124906
2002-01-01,1111.3321151124906
2002-01-02,1098.1709094442222
2002-01-03,1114.69320145994
2002-01-04,1128.1540477735166
2002-01-07,1123.3714754169346
2002-01-08,1116.5799297157434
2002-01-09,1114.8291487299668
2002-01-10,1106.500968353258
2002-01-11,1104.2083726038786
2002-01-14,1089.7759300536457
2002-01-15,1098.1621346732384
2002-01-16,1091.2291734393507
2002-01-17,1103.826673173891
2002-01-18,1094.3621132060277
2002-01-21,1092.9795819885685
2002-01-22,1086.2019318650243
2002-01-23,1090.5320647077453
2002-01-24,1103.2869365936442
2002-01-25,1116.1622978259088
2002-01-28,1123.257080182226
2002-01-29,1098.2728223709191
2002-01-30,1098.9068290152518
2002-01-31,1114.6759552577528
2002-02-01,1108.782612831015
2002-02-04,1083.646055160637
2002-02-05,1071.9424279554112
2002-02-06,1064.5158406671087
2002-02-07,1066.4375844336353
2002-02-08,1073.9860206707642
2002-02-11,1082.0960745295731
2002-02-12,1082.4799609464526
2002-02-13,1095.5100994954487
2002-02-14,1101.23467978005
2002-02-15,1087.6329369396383
2002-02-18,1088.7136254061452
2002-02-19,1064.6371668766851
2002-02-20,1072.083300186458
2002-02-21,1069.1178100585355
2002-02-22,1065.4748093567218
2002-02-25,1085.8759358249317
2002-02-26,1089.865732119341
2002-02-27,1101.9003478085215
2002-02-28,1099.9204743697176
2002-03-01,1119.6560658395579
2002-03-04,1142.6203434948586
2002-03-05,1136.7370172325586
2002-03-06,1142.4648875454586
2002-03-07,1141.420573206322
2002-03-08,1151.268188547998
2002-03-11,1153.2497851541143
2002-03-12,1148.1965346344098
2002-03-13,1136.8257821444245
2002-03-14,1131.76816666389
2002-03-15,1141.8926991000635
2002-03-18,1143.3993476006422
2002-03-19,1147.5065657903267
2002-03-20,1131.1476927394353
2002-03-21,1132.9097905718106
2002-03-22,1132.228200693309
2002-03-25,1121.6560783149082
2002-03-26,1125.4757798574224
2002-03-27,1134.1894648229618
2002-03-28,1140.9733835798386
2002-03-29,1138.7884840642814
2002-04-01,1131.1704897949628
2002-04-02,1122.9356438615507
2002-04-03,1118.529176996176
2002-04-04,1114.7392855048236
2002-04-05,1115.9883607565525
2002-04-08,1116.1513241235373
2002-04-09,1109.4788336973647
2002-04-10,1117.6038269073524
2002-04-11,1091.3381652940009
2002-04-12,1099.1167773267355
2002-04-15,1097.0030967845746
2002-04-16,1116.9613888284057
2002-04-17,1113.8842367895222
2002-04-18,1109.2015491904097
2002-04-19,1111.1587357511503
2002-04-22,1100.3979019102717
2002-04-23,1094.4119796032496
2002-04-24,1086.6943008366009
2002-04-25,1078.1789825567007
2002-04-26,1067.2300504088448
2002-04-29,1057.1546747664713
2002-04-30,1065.1939931038908
2002-05-01,1066.8751814773284
2002-05-02,1068.082206763844
2002-05-03,1051.9453633702356
2002-05-06,1036.3187097190178
2002-05-07,1032.0301895932296
2002-05-08,1065.457515970435
2002-05-09,1056.3826812390726
2002-05-10,1039.7307472126354
2002-05-13,1054.051058370697
2002-05-14,1077.764676565535
2002-05-15,1074.850208159646
2002-05-16,1077.4225601907983
2002-05-17,1072.5844226830566
2002-05-20,1063.2335612163877
2002-05-21,1059.2116887061727
2002-05-22,1052.1876318895502
2002-05-23,1063.0801156530126
2002-05-24,1055.2655403786734
2002-05-27,1057.4827954089133
2002-05-28,1042.3213701268328
2002-05-29,1034.4037317827765
2002-05-30,1024.8261473629077
2002-05-31,1029.3788226385275
2002-06-03,1010.5237020904245
2002-06-04,999.2729321017304
2002-06-05,1006.1133730833945
2002-06-06,987.6553782011691
2002-06-07,981.5194104749016
2002-06-10,983.7364127065981
2002-06-11,977.4585944486702
2002-06-12,971.5674521784023
2002-06-13,961.8026831565174
2002-06-14,949.7132812256734
2002-06-17,975.8428354186997
2002-06-18,972.7514594140484
2002-06-19,951.27825298231
2002-06-20,932.535761722934
2002-06-21,918.429284121079
2002-06-24,908.6962609192838
2002-06-25,911.0103034510506
2002-06-26,888.9992182708398
2002-06-27,906.2189550260113
2002-06-28,914.7289107498889
2002-07-01,904.0293270188721
2002-07-02,885.8984433770985
2002-07-03,886.3136552119337
2002-07-04,891.5712746220096
