Date,CHINA WITH PARTIAL A SHARES
2016-10-31,2681.9994750543565
2018-03-30,3528.5147401578874
2018-04-11,3569.456185520671
2018-04-12,3575.161175150291
2018-04-13,3538.1169836086788
2018-04-16,3488.5238713612453
2018-04-17,3473.1324559248924
2018-04-18,3485.6824488586935
2018-04-19,3530.807248276396
2018-04-20,3504.7599815553513
2018-04-23,3481.26689089378
2018-04-24,3520.6456935094425
2018-04-25,3489.7443603074066
2018-04-26,3491.324167627896
2018-04-27,3538.0549769577137
2018-04-30,3588.4107340118458
2018-05-01,3621.9654560347035
2018-05-02,3618.5716940675634
2018-05-03,3585.4578267021375
2018-05-04,3590.589661682591
2018-05-07,3634.3310107535012
2018-05-08,3702.636882188012
2018-05-09,3711.6199937668025
2018-05-10,3738.778567680473
2018-05-11,3731.645407645728
2018-05-14,3774.2574995230298
2018-05-15,3766.863901410445
2018-05-16,3803.2142484948986
2018-05-17,3791.8613796651102
2018-05-18,3797.802455004455
2018-05-21,3805.2141309736603
2018-05-22,3793.633123861381
2018-05-23,3783.3834380899307
2018-05-24,3788.3198837188297
2018-05-25,3804.192202985879
2018-05-28,3830.244267907259
2018-05-29,3813.235055269693
2018-05-30,3753.0342653247703
2018-05-31,3783.7969545772953
