Date,WORLD
2001-01-01,2487.6134344967827
2001-01-02,2448.197151650023
2001-01-03,2500.5067794999945
2001-01-04,2499.8783665061273
2001-01-05,2467.8193759802903
2001-01-08,2458.6628753837567
2001-01-09,2445.318449282174
2001-01-10,2449.7073623334686
2001-01-11,2471.7152869684214
2001-01-12,2469.262765300072
2001-01-15,2466.5346943931204
2001-01-16,2470.080399621531
2001-01-17,2484.502289775464
2001-01-18,2513.6821537619785
2001-01-19,2505.329501725114
2001-01-22,2505.8268404597775
2001-01-23,2522.8967378617563
2001-01-24,2519.215946414135
2001-01-25,2514.0605351960558
2001-01-26,2510.0104809795603
2001-01-29,2519.3132655216027
2001-01-30,2533.966769583512
2001-01-31,2535.5162035972844
2001-02-01,2545.726751394672
2001-02-02,2506.524438518984
2001-02-05,2511.8419564723413
2001-02-06,2506.9113369850656
2001-02-07,2484.891668083747
2001-02-08,2461.9637617883864
2001-02-09,2434.8664092978797
2001-02-12,2462.039931592975
2001-02-13,2443.454852692392
2001-02-14,2428.6840766172727
2001-02-15,2438.6301980591597
2001-02-16,2406.1663784003226
2001-02-19,2404.6081527166966
2001-02-20,2369.6574909982446
2001-02-21,2338.330107312088
2001-02-22,2330.329908049654
2001-02-23,2314.0337197016634
2001-02-26,2345.3106160372313
2001-02-27,2343.263660286691
2001-02-28,2320.9536775418987
2001-03-01,2319.5883260482806
2001-03-02,2305.37171915898
2001-03-05,2316.3787248030326
2001-03-06,2344.1079536983657
2001-03-07,2350.446105262529
2001-03-08,2352.309183000581
2001-03-09,2313.2380726771758
2001-03-12,2230.395801594671
2001-03-13,2225.979526184537
2001-03-14,2176.343488295691
2001-03-15,2194.596858387601
2001-03-16,2144.323521454515
2001-03-19,2162.639373995335
2001-03-20,2147.818382710106
2001-03-21,2122.216393911636
2001-03-22,2071.3996099669334
2001-03-23,2122.504110342415
2001-03-26,2171.76547215352
2001-03-27,2218.1703417247545
2001-03-28,2176.440114514763
2001-03-29,2155.682188171882
2001-03-30,2168.116678285262
2001-04-02,2146.213650481857
2001-04-03,2093.2631188453097
2001-04-04,2107.554073050744
2001-04-05,2171.277056674722
2001-04-06,2152.068967419812
2001-04-09,2162.1246202383445
2001-04-10,2197.571932261655
2001-04-11,2198.1742811896506
2001-04-12,2225.3937558171715
2001-04-13,2224.349924463814
2001-04-16,2212.4594190681855
2001-04-17,2219.967615136511
2001-04-18,2287.3119382006516
2001-04-19,2320.8008146752027
2001-04-20,2311.660890086528
2001-04-23,2284.174945960608
2001-04-24,2267.541184827102
2001-04-25,2290.881102755604
2001-04-26,2307.727528026699
2001-04-27,2327.3574790336766
2001-04-30,2327.938366066897
2001-05-01,2358.6737344692788
2001-05-02,2360.5457091629064
2001-05-03,2330.877152348689
2001-05-04,2354.644025016993
2001-05-07,2355.5316403232073
2001-05-08,2341.38711355046
2001-05-09,2327.1200346026194
2001-05-10,2337.2890573386585
2001-05-11,2318.9796986416036
2001-05-14,2303.4684615412543
2001-05-15,2316.8287259464237
2001-05-16,2352.378626245713
2001-05-17,2366.373996585826
2001-05-18,2367.3956861392867
2001-05-21,2393.413787880971
2001-05-22,2389.085327420368
2001-05-23,2363.0530090437755
2001-05-24,2364.5203393933016
2001-05-25,2343.039285789718
2001-05-28,2343.4897028117493
2001-05-29,2328.330147999366
2001-05-30,2296.340398948596
2001-05-31,2297.60276490417
2001-06-01,2300.9111326751254
2001-06-04,2311.287960007336
2001-06-05,2332.140144283017
2001-06-06,2313.051475591855
2001-06-07,2322.028018079788
2001-06-08,2307.4096088501337
2001-06-11,2282.2234224863873
2001-06-12,2268.137866557071
2001-06-13,2262.739250626645
2001-06-14,2239.33513588002
2001-06-15,2225.79936600013
2001-06-18,2210.786153965793
2001-06-19,2213.487817300857
2001-06-20,2218.7497332217845
2001-06-21,2236.7403299182106
2001-06-22,2230.5509804735443
2001-06-25,2225.8562133847586
2001-06-26,2212.9060369421877
2001-06-27,2204.4806897527546
2001-06-28,2217.2811632592166
2001-06-29,2225.2929978201705
2001-07-02,2247.1992101640512
2001-07-03,2237.5509566841697
2001-07-04,2230.0299630016198
2001-07-05,2198.965818431396
2001-07-06,2156.135655416469
2001-07-09,2167.1258543408035
2001-07-10,2154.2774745368242
2001-07-11,2145.9506327807007
2001-07-12,2180.6810630701116
2001-07-13,2189.5538900606302
2001-07-16,2175.98170073148
2001-07-17,2176.6196266310835
2001-07-18,2173.0001596665893
2001-07-19,2189.8493154666885
2001-07-20,2182.6267804650192
2001-07-23,2153.9001359238605
2001-07-24,2132.6884755682413
2001-07-25,2147.9359910398666
2001-07-26,2161.5037016879073
2001-07-27,2172.6366424693138
2001-07-30,2176.014145419542
2001-07-31,2195.54884804474
2001-08-01,2208.126314155845
2001-08-02,2223.2180006902695
2001-08-03,2210.7305070254183
2001-08-06,2192.729893354818
2001-08-07,2197.670477595874
2001-08-08,2167.4290926054873
2001-08-09,2156.7084747142144
2001-08-10,2164.2242279991087
2001-08-13,2166.0869334063677
2001-08-14,2175.500120269937
2001-08-15,2175.7429880196028
2001-08-16,2169.078606889566
2001-08-17,2139.6983429379598
2001-08-20,2142.3518718444416
2001-08-21,2137.737004996099
2001-08-22,2151.899199052417
2001-08-23,2141.342042358386
2001-08-24,2174.096693000797
2001-08-27,2168.8351728142775
2001-08-28,2141.131197659582
2001-08-29,2123.5343236734425
2001-08-30,2085.422352626577
2001-08-31,2089.840583292506
2001-09-03,2075.9378350072625
2001-09-04,2081.2039190061555
2001-09-05,2065.5403853840867
2001-09-06,2026.12840650192
2001-09-07,1996.9995531104373
2001-09-10,1990.173945852092
2001-09-11,1960.292742661483
2001-09-12,1951.3771179241603
2001-09-13,1962.3048273007453
2001-09-14,1945.5428590234349
2001-09-17,1893.6727207784031
2001-09-18,1885.555107121527
2001-09-19,1866.3548665407309
2001-09-20,1808.4079354905728
2001-09-21,1761.4028110194283
2001-09-24,1827.3900590533449
2001-09-25,1849.7319990288395
2001-09-26,1848.9788877295
2001-09-27,1865.2805637424678
2001-09-28,1905.4136764108357
2001-10-01,1897.0931249312646
2001-10-02,1918.3649784801614
2001-10-03,1939.741460667069
2001-10-04,1957.8570745614495
2001-10-05,1960.4186376005825
2001-10-08,1951.542518334631
2001-10-09,1938.4389052340146
2001-10-10,1970.3041437017685
2001-10-11,1994.5725662160676
2001-10-12,1992.610020953638
2001-10-15,1977.8379922455083
2001-10-16,1992.7848115711292
2001-10-17,1986.8358682592961
2001-10-18,1961.9126583846862
2001-10-19,1953.9130441348768
2001-10-22,1975.133056161114
2001-10-23,1985.7640558096448
2001-10-24,1989.7656198960033
2001-10-25,1996.3450086382677
2001-10-26,2009.8541338766456
2001-10-29,1974.2595853182127
2001-10-30,1941.5160010266402
2001-10-31,1941.7975832541547
2001-11-01,1975.0965363594898
2001-11-02,1978.1161614344287
2001-11-05,2003.5740400522986
2001-11-06,2023.9728692138958
2001-11-07,2021.8839989495584
2001-11-08,2036.0761241568744
2001-11-09,2031.126539071234
2001-11-12,2013.630023063122
2001-11-13,2041.7593998175125
2001-11-14,2047.3868799982522
2001-11-15,2053.7471645719816
2001-11-16,2057.828294517884
2001-11-19,2076.6303543685603
2001-11-20,2062.5640010441534
2001-11-21,2051.1432831622337
2001-11-22,2057.879517562508
2001-11-23,2065.4281393519636
2001-11-26,2077.93596617169
2001-11-27,2063.948258959431
2001-11-28,2034.188513485545
2001-11-29,2045.63140667517
2001-11-30,2056.379506778925
2001-12-03,2034.4406516907434
2001-12-04,2057.9190928971593
2001-12-05,2105.062367965225
2001-12-06,2108.1081004994494
2001-12-07,2089.2257562720047
2001-12-10,2053.9305834850798
2001-12-11,2049.275496111514
2001-12-12,2053.279724490903
2001-12-13,2020.417807927287
2001-12-14,2019.7893533436174
2001-12-17,2044.2625520628928
2001-12-18,2052.8371842882643
2001-12-19,2053.2438473649286
2001-12-20,2040.063367407941
2001-12-21,2045.8631451274723
2001-12-24,2040.8630502461253
2001-12-25,2040.2140084160285
2001-12-26,2044.6708328414418
2001-12-27,2069.726486584882
2001-12-28,2078.2752248119423
2001-12-31,2069.0985079271454
2002-01-01,2069.0985079271454
2002-01-02,2076.341909641188
2002-01-03,2098.6017382875925
2002-01-04,2110.4973709588644
2002-01-07,2096.148508940673
2002-01-08,2080.2214263536916
2002-01-09,2071.8175047828818
2002-01-10,2066.508761982793
2002-01-11,2056.3244370625193
2002-01-14,2038.1057525682186
2002-01-15,2046.4412936893616
2002-01-16,2015.9227319193024
2002-01-17,2032.2650409629164
2002-01-18,2021.5890063017775
2002-01-21,2018.4638437235465
2002-01-22,2004.130853367647
2002-01-23,2015.9950227630623
2002-01-24,2025.8465128249134
2002-01-25,2017.633005870158
2002-01-28,2022.8193230957575
2002-01-29,1978.598625672136
2002-01-30,1980.3931833985566
2002-01-31,2006.2041553729864
2002-02-01,1995.9439285184044
2002-02-04,1962.5886192079895
2002-02-05,1946.1991539074033
2002-02-06,1933.3540804792483
2002-02-07,1938.3302277304326
2002-02-08,1958.4518160371263
2002-02-11,1985.3258175615795
2002-02-12,1983.1956618088525
2002-02-13,1997.8874964658162
2002-02-14,2003.1154615305481
2002-02-15,1985.4149460600265
2002-02-18,1980.5637895393543
2002-02-19,1944.8831326180984
2002-02-20,1953.5323348906006
2002-02-21,1945.8948911011116
2002-02-22,1953.6398491943567
2002-02-25,1977.8740675828653
2002-02-26,1979.0768791805315
2002-02-27,1989.9555618221575
2002-02-28,1988.558845571928
2002-03-01,2025.7520195802902
2002-03-04,2076.1294055260155
2002-03-05,2065.2021268505837
2002-03-06,2089.150402286159
2002-03-07,2100.825983231632
2002-03-08,2108.246749146594
2002-03-11,2112.108464473907
2002-03-12,2095.528772725935
2002-03-13,2080.7420296365653
2002-03-14,2087.3311869966715
2002-03-15,2108.7485615218757
2002-03-18,2105.910288384814
2002-03-19,2117.314698841616
2002-03-20,2090.9140649171904
2002-03-21,2088.473243780775
2002-03-22,2080.3527657485183
2002-03-25,2055.3023477465113
2002-03-26,2061.8869294020565
2002-03-27,2068.599719532204
2002-03-28,2080.137819686225
2002-03-29,2076.154592022391
2002-04-01,2079.1682301163605
2002-04-02,2068.257109588521
2002-04-03,2058.5599224928856
2002-04-04,2055.7757203516876
2002-04-05,2050.26672407178
2002-04-08,2040.673333002951
2002-04-09,2031.4653535420503
2002-04-10,2052.8690154380624
2002-04-11,2014.870849937967
2002-04-12,2020.5046889867565
2002-04-15,2019.2572570010602
2002-04-16,2060.663195627345
2002-04-17,2066.1341575768906
2002-04-18,2064.2804269298204
2002-04-19,2063.9734682146723
2002-04-22,2043.64109819633
2002-04-23,2034.011574542743
2002-04-24,2025.4551641959422
2002-04-25,2024.4463958487672
2002-04-26,2003.9692177872419
2002-04-29,1991.2310417435049
2002-04-30,2005.5874602148074
2002-05-01,2020.098420277019
2002-05-02,2014.8572014212307
2002-05-03,2006.4971509047432
2002-05-06,1983.2923924314443
2002-05-07,1967.6364892442195
2002-05-08,2022.4191617335564
2002-05-09,2004.6789882099406
2002-05-10,1982.742676586418
2002-05-13,2005.9302491085427
2002-05-14,2029.6604798057365
2002-05-15,2036.4183891528244
2002-05-16,2045.9018422858364
2002-05-17,2063.578511856567
2002-05-20,2046.252252651763
2002-05-21,2031.6518307086317
2002-05-22,2037.157850024017
2002-05-23,2045.9210670533696
2002-05-24,2034.2970895302806
2002-05-27,2031.7230331612695
2002-05-28,2022.7337767921429
2002-05-29,2014.240606756641
2002-05-30,2007.432947935794
2002-05-31,2008.931162772596
2002-06-03,1980.0435929444932
2002-06-04,1969.6859977985198
2002-06-05,1970.540816342582
2002-06-06,1949.4326579622652
2002-06-07,1937.7311188687881
2002-06-10,1940.356989326461
2002-06-11,1924.3970815784046
2002-06-12,1920.6677877301797
2002-06-13,1899.9491846045814
2002-06-14,1881.2253021962595
2002-06-17,1923.089614410425
2002-06-18,1926.643198650494
2002-06-19,1898.5059383519356
2002-06-20,1878.3330632072848
2002-06-21,1858.935333060677
2002-06-24,1855.6619568873878
2002-06-25,1846.1017121894292
2002-06-26,1838.5492093892067
2002-06-27,1861.8556674189572
2002-06-28,1886.6942962862609
2002-07-01,1864.0549416655247
2002-07-02,1824.197260040075
2002-07-03,1815.2333386795772
2002-07-04,1823.3883111358307
2002-07-05,1881.3197076276208
2002-07-08,1874.8505997102156
2002-07-09,1849.652915014908
2002-07-10,1792.9044321680576
2002-07-11,1778.5921277626533
2002-07-12,1774.3368680886222
2002-07-15,1749.4171783651211
2002-07-16,1731.2893113181874
2002-07-17,1752.3649702672385
2002-07-18,1736.5517765096297
2002-07-19,1676.2593649845855
2002-07-22,1615.569442641738
2002-07-23,1573.4948153755238
2002-07-24,1614.0092428427397
2002-07-25,1626.251660027908
2002-07-26,1634.0315383595657
2002-07-29,1707.6130408933348
2002-07-30,1719.3401333825036
2002-07-31,1727.4992351231829
2002-08-01,1676.909836832023
2002-08-02,1655.439428005867
2002-08-05,1608.0246058923644
2002-08-06,1637.510184790564
2002-08-07,1660.7194883109282
2002-08-08,1709.1604809889982
2002-08-09,1725.9665686362093
2002-08-12,1710.6509065567834
2002-08-13,1693.5096559170656
2002-08-14,1727.3319509758899
2002-08-15,1751.3751438565391
2002-08-16,1754.7026727555342
2002-08-19,1784.6942111509943
2002-08-20,1762.4167920079565
2002-08-21,1784.2303968877359
2002-08-22,1806.277413331761
2002-08-23,1775.6083995633742
2002-08-26,1782.8260296327487
2002-08-27,1779.7699286187712
2002-08-28,1739.7297451419172
2002-08-29,1729.9081115656982
2002-08-30,1730.449187841896
2002-09-02,1722.2602176692367
2002-09-03,1662.4101625130058
2002-09-04,1675.357295137799
2002-09-05,1658.7645961252042
2002-09-06,1684.04342684555
2002-09-09,1687.9511577163476
2002-09-10,1703.370571038202
2002-09-11,1712.4001593430607
2002-09-12,1673.1213547701934
2002-09-13,1663.799898649052
2002-09-16,1659.8469589546048
2002-09-17,1639.0598352986478
2002-09-18,1620.951413153073
2002-09-19,1589.4701828864615
2002-09-20,1586.1629617014305
2002-09-23,1557.5022392964602
2002-09-24,1532.0347187549442
2002-09-25,1558.3360555460713
2002-09-26,1596.0331190797308
2002-09-27,1568.873391483266
2002-09-30,1539.9262757993706
2002-10-01,1576.3392442159927
2002-10-02,1565.1742238529762
2002-10-03,1548.5002849040668
2002-10-04,1518.0029840703041
2002-10-07,1488.8453742306097
2002-10-08,1494.342355769651
2002-10-09,1468.5426127713495
2002-10-10,1505.690693502994
2002-10-11,1563.8351116826445
2002-10-14,1566.800082366357
2002-10-15,1640.638936459114
2002-10-16,1611.3986680544908
2002-10-17,1644.2630605666163
2002-10-18,1648.543036451104
2002-10-21,1665.7558844110843
2002-10-22,1648.2695031183762
2002-10-23,1642.2031471051046
2002-10-24,1637.36991203261
2002-10-25,1654.8399963553775
2002-10-28,1656.1415286771607
2002-10-29,1627.5306132953494
2002-10-30,1649.002677257114
2002-10-31,1653.3942429235344
2002-11-01,1667.9600838182714
2002-11-04,1693.7462112325857
2002-11-05,1709.8254169351028
2002-11-06,1712.5925818270553
2002-11-07,1685.7158487442055
2002-11-08,1671.6358637440837
2002-11-11,1642.4043490380732
2002-11-12,1656.0425993072486
2002-11-13,1649.2827515238844
2002-11-14,1678.0396251052005
2002-11-15,1691.9310245421452
2002-11-18,1684.3669095153211
2002-11-19,1678.0348773858527
2002-11-20,1693.7616671706805
2002-11-21,1733.114576386434
2002-11-22,1731.653851750651
2002-11-25,1730.4429069456714
2002-11-26,1698.491793805366
2002-11-27,1736.015034777105
2002-11-28,1746.4993521268093
2002-11-29,1742.2869962508005
2002-12-02,1738.7271728045814
2002-12-03,1714.1472780065262
2002-12-04,1705.4491133224697
2002-12-05,1686.1597388716805
2002-12-06,1694.526297737572
2002-12-09,1661.1029389552527
2002-12-10,1676.7553625749315
2002-12-11,1681.6115167712885
2002-12-12,1675.4172555371185
2002-12-13,1658.9778097472158
2002-12-16,1692.0557628692752
2002-12-17,1682.6382005483322
2002-12-18,1655.6160956239344
2002-12-19,1647.9865704784168
2002-12-20,1665.4371173991808
2002-12-23,1669.9299375237365
2002-12-24,1667.8512044235815
2002-12-25,1667.381021890134
2002-12-26,1667.1630315791595
2002-12-27,1640.4701485513112
2002-12-30,1651.7375931653776
2002-12-31,1657.6358766575893
2003-01-01,1657.6358766575893
2003-01-02,1697.8399510838603
2003-01-03,1703.1989140401201
2003-01-06,1735.6341924052456
2003-01-07,1720.2151777707763
2003-01-08,1694.2074443239803
2003-01-09,1720.9739678999974
2003-01-10,1725.6807587709634
2003-01-13,1726.1373692979844
2003-01-14,1738.7030299115784
2003-01-15,1719.1020321967385
2003-01-16,1714.1741440039118
2003-01-17,1692.975537663982
2003-01-20,1684.6608544790338
2003-01-21,1666.0020499952757
2003-01-22,1647.493794658103
2003-01-23,1659.929376820006
2003-01-24,1628.7783505720495
2003-01-27,1593.7049620985886
2003-01-28,1604.57471357483
2003-01-29,1612.2595092432848
2003-01-30,1596.5810286474564
2003-01-31,1607.1209827503476
2003-02-03,1621.9719627210043
2003-02-04,1600.9664232434027
2003-02-05,1602.6916608608317
2003-02-06,1585.522703502572
2003-02-07,1571.066754389378
2003-02-10,1572.3100379939344
2003-02-11,1572.3952804063254
2003-02-12,1556.0286080935941
2003-02-13,1555.4483858183903
2003-02-14,1580.259259563883
2003-02-17,1588.3727391784912
2003-02-18,1609.3318545295995
2003-02-19,1595.2294533827587
2003-02-20,1586.7165698215085
2003-02-21,1600.1950670818755
2003-02-24,1578.4783296386768
2003-02-25,1567.1386111085465
2003-02-26,1554.882412252392
2003-02-27,1566.2188434074912
2003-02-28,1578.993718858023
2003-03-03,1578.7288532173422
2003-03-04,1557.412343861256
2003-03-05,1564.7157803839789
2003-03-06,1550.7327675362715
2003-03-07,1548.6107201220887
2003-03-10,1513.5353329878105
2003-03-11,1502.9180573449794
2003-03-12,1492.3218500924215
2003-03-13,1537.545678890015
2003-03-14,1554.4269627226186
2003-03-17,1596.2200482678247
2003-03-18,1601.8469228793883
2003-03-19,1614.85686976571
2003-03-20,1619.0630547140622
2003-03-21,1650.765160664279
2003-03-24,1606.5180646198248
2003-03-25,1621.238679227674
2003-03-26,1618.546101007543
2003-03-27,1611.3204474101867
2003-03-28,1603.8764940525011
2003-03-31,1573.7820874241745
2003-04-01,1590.639386719939
2003-04-02,1625.9573689184706
2003-04-03,1622.5254045433355
2003-04-04,1629.4878776686796
2003-04-07,1646.3247133498544
2003-04-08,1638.056175682521
2003-04-09,1623.6964476086353
2003-04-10,1626.3288124517926
2003-04-11,1620.8918839723078
