Date,HUNGARY SMALL GROWTH
1994-05-31,489.2541266594079
1994-06-30,408.21924748261165
1994-07-29,454.0164598369526
1994-08-31,555.7522477892593
1994-09-30,516.1869978978866
1994-10-31,533.4211025571319
1994-11-30,538.3596718410247
1994-12-30,493.89410025119633
1995-01-31,446.0467403028859
1995-02-28,455.2014667539079
1995-03-31,420.9136702835448
1995-04-28,434.34657418746355
1995-05-31,457.19905447777046
1995-06-30,439.6213410646302
1995-07-31,445.56617765482946
1995-08-31,444.6344941357814
1995-09-29,437.67470316752747
1995-10-31,474.28627194815044
1995-11-30,447.812234701483
1995-12-29,417.3320144561229
1996-01-31,440.3048880371936
1996-02-29,484.7490533803485
1996-03-29,483.1137760581309
1996-04-30,503.6085943608446
1996-05-31,523.2445052764202
1996-06-28,518.7868075170741
1996-07-31,525.6198810696247
1996-08-30,552.8995363100506
1996-09-30,561.9796220089332
1996-10-31,546.5047894142899
1996-11-29,528.8524566140522
1996-12-31,587.8556352002989
1997-01-01,587.8556352002989
1997-01-02,591.7911470037573
1997-01-03,587.3651044913208
1997-01-06,593.4334113530639
1997-01-07,603.2076028619372
1997-01-08,608.2611014248686
1997-01-09,615.015528245741
1997-01-10,603.9705482523767
1997-01-13,613.1179191760655
1997-01-14,621.647537876804
1997-01-15,647.2521007508075
1997-01-16,673.3468541319432
1997-01-17,661.6838987306977
1997-01-20,676.0115655722275
1997-01-21,701.5793897989332
1997-01-22,686.9632636899968
1997-01-23,687.6375915454926
1997-01-24,696.3391344922003
1997-01-27,693.7193789839272
1997-01-28,678.6517158598792
1997-01-29,660.7891249739948
1997-01-30,660.731668832121
1997-01-31,693.9945044016044
1997-02-03,721.5422463827938
1997-02-04,730.6851852180738
1997-02-05,736.6050697532861
1997-02-06,759.1194152928533
1997-02-07,738.1952690408972
1997-02-10,735.3244920722444
1997-02-11,714.3737311202668
1997-02-12,725.6167015170041
1997-02-13,724.3331163863513
1997-02-14,710.1314046477496
1997-02-17,711.4572106904171
1997-02-18,707.3313499174219
1997-02-19,708.9739907012275
1997-02-20,699.7911345245128
1997-02-21,684.8862733425981
1997-02-24,694.0239464276291
1997-02-25,701.1519850575972
1997-02-26,704.7330415446093
1997-02-27,695.5458386450131
1997-02-28,691.8292089328219
1997-03-03,688.3603094747652
1997-03-04,679.948298408145
1997-03-05,668.7141409488491
1997-03-06,662.9804425133282
1997-03-07,654.6994628943987
1997-03-10,641.9398799400567
1997-03-11,627.8172970516724
1997-03-12,632.3684039546637
1997-03-13,622.5877321905309
1997-03-14,612.8052403053535
1997-03-17,614.1993809436807
1997-03-18,639.146315612002
1997-03-19,638.3878226420853
1997-03-20,632.5881973998638
1997-03-21,635.2483119499859
1997-03-24,630.6712815413081
1997-03-25,642.1523728118932
1997-03-26,661.2751862611326
1997-03-27,699.2130603483849
1997-03-28,695.7909717038996
1997-03-31,697.9296125936746
1997-04-01,683.7850629451422
1997-04-02,688.850166498043
1997-04-03,678.6361130956262
1997-04-04,680.055369674755
1997-04-07,676.4167127384214
1997-04-08,675.5891005178588
1997-04-09,675.2897955416022
1997-04-10,674.7250744109598
1997-04-11,676.849482081307
1997-04-14,674.3746873564102
1997-04-15,674.4520797691421
1997-04-16,689.275539843827
1997-04-17,700.3859217699804
1997-04-18,709.2602384631274
1997-04-21,740.516062307186
1997-04-22,729.5278099446564
1997-04-23,730.3587028014065
1997-04-24,719.1036484094251
1997-04-25,723.1891978586336
1997-04-28,720.6717044905802
1997-04-29,718.8670633589082
1997-04-30,720.0712878353722
1997-05-01,723.6786806726658
1997-05-02,720.9796459661943
1997-05-05,716.0463814390513
1997-05-06,712.7671548161541
1997-05-07,709.1907253637593
1997-05-08,702.4562744234119
1997-05-09,709.0467943582072
1997-05-12,695.8639046255287
1997-05-13,680.2428287729977
1997-05-14,685.738871496527
1997-05-15,683.3464486859895
1997-05-16,683.7951870495119
1997-05-19,680.1076411240282
1997-05-20,686.4795830815381
1997-05-21,686.1655803351415
1997-05-22,681.062585343611
1997-05-23,680.9508258107675
1997-05-26,697.172555240651
1997-05-27,686.9331236580497
1997-05-28,692.6227872205377
1997-05-29,690.2428553822683
1997-05-30,698.9148891633268
1997-06-02,695.3729810631265
1997-06-03,700.4631117906725
1997-06-04,700.1349780393703
1997-06-05,702.4556237263563
1997-06-06,699.5915611195637
1997-06-09,706.3100007834352
1997-06-10,702.3461687122242
1997-06-11,704.4911514827551
1997-06-12,705.9569722997217
1997-06-13,704.0815215266774
1997-06-16,702.4985180266167
1997-06-17,701.9995318221711
1997-06-18,707.2443984818456
1997-06-19,703.1779807490159
1997-06-20,694.4300473810234
1997-06-23,701.0607777249895
1997-06-24,705.1444480034727
1997-06-25,704.9725765242853
1997-06-26,699.9789076925371
1997-06-27,690.607421950348
1997-06-30,700.3628274193957
1997-07-01,701.2095202581319
1997-07-02,706.726555220449
1997-07-03,713.2076066516339
1997-07-04,703.6419379957699
1997-07-07,709.3060867148348
1997-07-08,706.2763583418282
1997-07-09,716.6557017138462
1997-07-10,721.3696997241371
1997-07-11,716.439307866796
1997-07-14,712.5393660288079
1997-07-15,712.6909765156074
1997-07-16,719.2113093687851
1997-07-17,728.2810433396024
1997-07-18,731.8467069203879
1997-07-21,736.7810959593431
1997-07-22,735.8683435741835
1997-07-23,758.3188309074312
1997-07-24,767.0263997673835
1997-07-25,767.7006350532268
1997-07-28,772.1663388653088
1997-07-29,791.1530020948454
1997-07-30,792.8743489914765
1997-07-31,793.8008398878774
1997-08-01,779.7182271096775
1997-08-04,766.9915019119378
1997-08-05,759.8615896521698
1997-08-06,781.2493300161715
1997-08-07,780.899653083859
1997-08-08,784.4471563235213
1997-08-11,753.0068948116855
1997-08-12,748.3204340329872
1997-08-13,761.5843346702325
1997-08-14,760.0418117798561
