Date,EAFE + CANADA VALUE
1991-07-31,1683.0986
1991-08-30,1650.23561
1991-09-30,1746.68233
1991-10-31,1748.27732
1991-11-29,1649.33929
1991-12-31,1730.60371
1992-01-31,1717.76805
1992-02-28,1664.06685
1992-03-31,1555.5819
1992-04-30,1602.04072
1992-05-29,1694.37208
1992-06-30,1612.97563
1992-07-31,1561.04175
1992-08-31,1630.91117
1992-09-30,1595.38569
1992-10-30,1515.57098
1992-11-30,1518.41702
1992-12-31,1532.91023
1993-01-29,1544.85252
1993-02-26,1596.54843
1993-03-31,1757.96655
1993-04-30,1942.77999
1993-05-31,1969.36681
1993-06-30,1928.2766
1993-07-30,2003.41578
1993-08-31,2113.17049
1993-09-30,2068.01185
1993-10-29,2133.25206
1993-11-30,1973.01082
1993-12-31,2133.69641
1994-01-31,2330.03093
1994-02-28,2330.34271
1994-03-31,2242.27183
1994-04-29,2335.74473
1994-05-31,2337.80907
1994-06-30,2376.54356
1994-07-29,2403.49776
1994-08-31,2466.30619
1994-09-30,2397.10494
1994-10-31,2486.08369
1994-11-30,2360.08475
1994-12-30,2358.76338
1995-01-31,2267.76187
1995-02-28,2260.19247
1995-03-31,2397.31879
1995-04-28,2472.64759
1995-05-31,2446.31832
1995-06-30,2413.65672
1995-07-31,2555.62535
1995-08-31,2472.29345
1995-09-29,2512.73915
1995-10-31,2448.16945
1995-11-30,2517.18153
1995-12-29,2630.43982
1996-01-31,2653.12942
1996-02-29,2659.99754
1996-03-29,2711.23141
1996-04-30,2803.03074
1996-05-31,2760.97572
1996-06-28,2787.3388
1996-07-31,2716.13712
1996-08-30,2728.79429
1996-09-30,2800.40502
1996-10-31,2776.75354
1996-11-29,2915.09289
1996-12-31,2887.40503
1997-01-31,2818.5272958082537
1997-02-28,2867.522997866252
1997-03-31,2864.3795575405934
1997-04-30,2868.609882130846
1997-05-30,3072.731628388012
1997-06-30,3227.0938469619427
1997-07-31,3261.439872172465
1997-08-29,3027.761283760812
1997-09-30,3163.7477207468773
1997-10-31,2982.487431845388
1997-11-28,2922.7504548991606
1997-12-31,2938.4764311945555
1998-01-30,3069.1037011259914
1998-02-27,3260.958738778152
1998-03-31,3422.485019742193
1998-04-30,3443.2353276299577
1998-05-29,3427.257455205105
1998-06-30,3425.0741307151216
1998-07-31,3462.3785375293673
1998-08-31,2962.2593727522712
1998-09-30,2879.980794970243
1998-10-30,3183.9921947634607
1998-11-30,3349.6261069934853
1998-12-31,3416.0631451776662
1999-01-29,3382.3217258957143
1999-02-26,3328.05497480762
1999-03-31,3556.4040960567118
1999-04-30,3811.7253958144315
1999-05-31,3586.2576168771293
1999-06-30,3724.6615143486365
1999-07-30,3864.648481481419
1999-08-31,3873.9772388300707
1999-09-30,3887.9675494376806
1999-10-29,3972.132025706947
1999-11-30,3958.535044448286
1999-12-31,4219.971302282779
2000-01-31,3928.6538819611483
2000-02-29,3906.4788605146077
2000-03-31,4143.2185509672145
2000-04-28,3992.679510303407
2000-05-31,4043.768748113188
2000-06-30,4213.1119494868535
2000-07-31,4122.915056090618
2000-08-31,4164.747663982741
2000-09-29,4046.921066068854
2000-10-31,4045.6313408471265
2000-11-30,3925.1502688670976
2000-12-29,4138.84000152867
2001-01-01,4138.84000152867
2001-01-02,4132.2748148306955
2001-01-03,4109.671783936478
2001-01-04,4144.038770340632
2001-01-05,4164.56384549069
2001-01-08,4150.809174453188
2001-01-09,4087.7981201561224
2001-01-10,4053.4321568147025
2001-01-11,4063.7861485407984
2001-01-12,4053.781013155316
2001-01-15,4040.8737351340815
2001-01-16,4032.8349591600295
2001-01-17,4060.6119859982605
2001-01-18,4089.3831459803873
2001-01-19,4058.985666203083
2001-01-22,4074.83642156109
2001-01-23,4087.3033464649634
2001-01-24,4062.517510707023
2001-01-25,4079.0651837983596
2001-01-26,4081.118729947198
2001-01-29,4094.8559211434413
2001-01-30,4124.681454043107
2001-01-31,4142.235037829992
2001-02-01,4160.574936928261
2001-02-02,4122.817516971328
2001-02-05,4129.289300971383
2001-02-06,4116.427276007845
2001-02-07,4091.0557488414097
2001-02-08,4043.7317191931947
2001-02-09,4037.7389385686497
2001-02-12,4070.6714913452533
2001-02-13,4056.2029311109777
2001-02-14,4046.8857701063766
2001-02-15,4028.5301556133377
2001-02-16,4008.8371651102684
2001-02-19,4004.475963636455
2001-02-20,3963.8384708549966
2001-02-21,3930.902664973724
2001-02-22,3926.601864161264
2001-02-23,3908.570778005403
2001-02-26,3934.962224387395
2001-02-27,3956.1404863255607
2001-02-28,3943.245157415621
2001-03-01,3947.0166386170777
2001-03-02,3924.3638908254557
2001-03-05,3934.5173874952957
2001-03-06,3989.6632160238764
2001-03-07,3989.640538993342
2001-03-08,4004.899843174236
2001-03-09,3978.220391049029
2001-03-12,3894.138059686953
2001-03-13,3807.706376041444
2001-03-14,3728.3725212424124
2001-03-15,3759.213873666156
2001-03-16,3666.485282996896
2001-03-19,3658.4324707627147
2001-03-20,3697.358952190682
2001-03-21,3675.078218510017
2001-03-22,3510.7134154034084
2001-03-23,3579.5196575140367
2001-03-26,3695.972848597283
2001-03-27,3765.2645746575413
2001-03-28,3727.6540355645157
2001-03-29,3688.563558227348
2001-03-30,3694.1464629480465
2001-04-02,3670.867507727501
2001-04-03,3636.539317616683
2001-04-04,3704.932542497816
2001-04-05,3745.690946284458
2001-04-06,3755.485147969988
2001-04-09,3770.6701959714733
2001-04-10,3796.157986541742
2001-04-11,3803.0831670224684
2001-04-12,3841.293478325168
2001-04-13,3838.682098778912
2001-04-16,3809.51477494358
2001-04-17,3793.7233702988606
2001-04-18,3848.8130556330248
2001-04-19,3910.9423931320357
2001-04-20,3916.949497168508
2001-04-23,3898.3008880338984
2001-04-24,3899.5599759844195
2001-04-25,3911.7270961222885
2001-04-26,3943.8630847170043
2001-04-27,3952.7906662160012
2001-04-30,3952.1689112787576
2001-05-01,3995.460604472862
2001-05-02,3987.6756017463426
2001-05-03,3949.5264771727366
2001-05-04,3974.438214323457
2001-05-07,3987.8996952504062
2001-05-08,3939.5703588405713
2001-05-09,3923.6097846126418
2001-05-10,3957.673322471728
2001-05-11,3930.7616836409998
2001-05-14,3870.524264237205
2001-05-15,3921.3335966758136
2001-05-16,3931.9883106231496
2001-05-17,3962.574218960309
2001-05-18,3960.7869875441693
2001-05-21,3987.075345783909
2001-05-22,3969.3076779556604
2001-05-23,3943.0140198157574
2001-05-24,3938.5780972487732
2001-05-25,3920.092982173642
2001-05-28,3917.9306440007767
2001-05-29,3897.928836938128
2001-05-30,3860.873729079446
2001-05-31,3845.689107923031
2001-06-01,3837.8694940739615
2001-06-04,3848.148165982793
2001-06-05,3870.1513394179537
2001-06-06,3845.6161824701703
2001-06-07,3855.6920520609015
2001-06-08,3845.1452648996546
2001-06-11,3797.352718726689
2001-06-12,3765.434610038848
2001-06-13,3797.069016388078
2001-06-14,3783.7271098651395
2001-06-15,3764.8202380817975
2001-06-18,3730.9246804035897
2001-06-19,3728.0587506516194
2001-06-20,3698.0984971205057
2001-06-21,3713.451488817553
2001-06-22,3733.525983277026
2001-06-25,3751.0858830387706
2001-06-26,3718.4594834529244
2001-06-27,3705.727878693489
2001-06-28,3688.5251528656827
2001-06-29,3720.9069541057183
2001-07-02,3751.8112930669954
2001-07-03,3732.9265454807332
2001-07-04,3716.840679874549
2001-07-05,3678.529574193745
2001-07-06,3624.8788231528883
2001-07-09,3629.4669875310974
2001-07-10,3644.6414127440516
2001-07-11,3618.9313722711386
2001-07-12,3640.9564725837313
2001-07-13,3651.483598004969
2001-07-16,3647.84751912968
2001-07-17,3602.7382673433754
2001-07-18,3610.6701271014485
2001-07-19,3631.7821065972867
2001-07-20,3626.6868506591823
2001-07-23,3597.572703957363
2001-07-24,3589.5767932656827
2001-07-25,3579.284575278137
2001-07-26,3588.226342729035
2001-07-27,3619.929830555448
2001-07-30,3633.804558214077
2001-07-31,3676.6014933081224
2001-08-01,3702.047109439764
2001-08-02,3730.7468806937604
2001-08-03,3714.026565666238
2001-08-06,3699.328639665994
2001-08-07,3700.9973085613087
2001-08-08,3669.77840416284
2001-08-09,3642.585444074511
2001-08-10,3645.0341410129463
2001-08-13,3656.058451923319
2001-08-14,3715.9499823446076
2001-08-15,3755.4866525850316
2001-08-16,3727.892850122947
2001-08-17,3698.8028135927066
2001-08-20,3677.655995435269
2001-08-21,3712.8455906035533
2001-08-22,3742.4364215449473
2001-08-23,3716.6916897468573
2001-08-24,3749.2687028308455
2001-08-27,3753.2418063865434
2001-08-28,3719.123196177988
2001-08-29,3709.1825966114675
2001-08-30,3646.6933574110194
2001-08-31,3650.6203768066284
2001-09-03,3602.14803667512
2001-09-04,3615.8316944216085
2001-09-05,3569.35858305061
2001-09-06,3520.712278414403
2001-09-07,3481.9922069280115
2001-09-10,3419.748211507565
2001-09-11,3322.136968413545
2001-09-12,3264.203663195865
2001-09-13,3308.965888936721
2001-09-14,3249.5153951947914
2001-09-17,3261.238183905952
2001-09-18,3255.00304601017
2001-09-19,3230.8167025933108
2001-09-20,3125.319217300134
2001-09-21,3016.6052791960833
2001-09-24,3115.4531678816184
2001-09-25,3155.2727530993975
2001-09-26,3175.711849694449
2001-09-27,3194.992176811296
2001-09-28,3264.7210681198276
2001-10-01,3241.642016403962
2001-10-02,3278.5643601803963
2001-10-03,3279.48419565119
2001-10-04,3356.0425228327867
2001-10-05,3350.5459238375456
2001-10-08,3344.9234131854664
2001-10-09,3320.426187601757
2001-10-10,3345.245443877664
2001-10-11,3365.6166108019293
2001-10-12,3378.4711645673374
2001-10-15,3327.0777114023326
2001-10-16,3352.8676557543054
2001-10-17,3399.4465617176484
2001-10-18,3335.046521700658
2001-10-19,3273.0731186296325
2001-10-22,3284.7639614001964
2001-10-23,3343.8597074556883
2001-10-24,3358.6400878220406
2001-10-25,3337.1034107212668
2001-10-26,3376.2131976036744
2001-10-29,3346.6536690469807
2001-10-30,3296.2605842582775
2001-10-31,3300.131486636763
2001-11-01,3326.348452994756
2001-11-02,3320.7032119929136
2001-11-05,3348.7783515561796
2001-11-06,3352.697657182333
2001-11-07,3363.722733552606
2001-11-08,3400.2713161331462
2001-11-09,3377.526971695369
2001-11-12,3329.326521809964
2001-11-13,3355.1077452644377
2001-11-14,3346.8178571992485
2001-11-15,3345.7256195723835
2001-11-16,3374.6574707495456
2001-11-19,3402.289596914597
2001-11-20,3393.0976257872826
2001-11-21,3376.2368010023847
2001-11-22,3399.670722255498
2001-11-23,3384.966311159747
2001-11-26,3398.5143137730124
2001-11-27,3381.3868816003605
2001-11-28,3347.99992473007
2001-11-29,3350.597554975091
2001-11-30,3383.571463882513
2001-12-03,3335.2316400510786
2001-12-04,3358.7874436039324
2001-12-05,3450.9431285404266
2001-12-06,3485.147420310329
2001-12-07,3452.166176237735
2001-12-10,3383.768260012058
2001-12-11,3372.8339724215853
2001-12-12,3384.432897192705
2001-12-13,3326.910532590316
2001-12-14,3315.944344475537
2001-12-17,3368.8653316008836
2001-12-18,3363.8191940736783
2001-12-19,3332.0405274587897
2001-12-20,3314.628363466851
2001-12-21,3320.872150961225
2001-12-24,3308.930586299453
2001-12-25,3308.407282289208
2001-12-26,3307.2427681546174
2001-12-27,3369.778407399357
2001-12-28,3385.1635092691527
2001-12-31,3403.002090554286
2002-01-01,3403.002090554286
2002-01-02,3405.473508330912
2002-01-03,3451.507626843643
2002-01-04,3474.4786273356426
2002-01-07,3453.5374109239037
2002-01-08,3411.7056778464716
2002-01-09,3396.1300336747345
2002-01-10,3371.036668467322
2002-01-11,3372.430286218381
2002-01-14,3327.52807744489
2002-01-15,3326.0866809059444
2002-01-16,3277.2589280081124
2002-01-17,3300.6491802790965
2002-01-18,3303.466356588591
2002-01-21,3293.898382776987
2002-01-22,3271.9266498339025
2002-01-23,3280.012665293873
2002-01-24,3302.1992097769535
2002-01-25,3272.436789436439
2002-01-28,3293.090240533916
2002-01-29,3246.8032871651676
2002-01-30,3205.114180975452
2002-01-31,3234.858817012692
2002-02-01,3228.3171019875763
2002-02-04,3203.0553122087513
2002-02-05,3149.524383522991
2002-02-06,3115.6687604194153
2002-02-07,3148.348337516628
2002-02-08,3167.791019547999
2002-02-11,3209.638486718971
2002-02-12,3208.1105302183623
2002-02-13,3219.0578767238503
2002-02-14,3248.222782462076
2002-02-15,3234.96137627081
2002-02-18,3219.0933389947963
2002-02-19,3154.981510105098
2002-02-20,3126.208510697386
2002-02-21,3165.0812352163325
2002-02-22,3155.4755985559445
2002-02-25,3176.02011668002
2002-02-26,3186.019674845555
2002-02-27,3227.9093453342757
2002-02-28,3232.0391089744376
2002-03-01,3274.3902539176543
2002-03-04,3394.9601632492577
2002-03-05,3385.0691231129
2002-03-06,3417.8907977769377
2002-03-07,3487.715463600253
2002-03-08,3491.8649480849153
2002-03-11,3491.373426915305
2002-03-12,3435.639676384811
2002-03-13,3426.3290805266956
2002-03-14,3457.764559421585
2002-03-15,3491.6904046585614
2002-03-18,3484.359728930773
2002-03-19,3510.3034212039547
2002-03-20,3484.831144178337
2002-03-21,3470.425123873808
2002-03-22,3453.3665448486677
2002-03-25,3421.5131112511713
2002-03-26,3425.343748764189
2002-03-27,3428.5790542972345
2002-03-28,3464.0786720237593
2002-03-29,3448.720868736226
2002-04-01,3463.695267985319
2002-04-02,3462.353191919595
2002-04-03,3474.2663615319548
2002-04-04,3462.264846145854
2002-04-05,3452.370482923878
2002-04-08,3401.5495277681143
2002-04-09,3394.080140120665
2002-04-10,3429.23632344444
2002-04-11,3390.9745798103118
2002-04-12,3380.1178299801413
2002-04-15,3413.764851046628
2002-04-16,3476.572747428517
2002-04-17,3504.8704080853345
2002-04-18,3508.3257565364233
2002-04-19,3509.4372652512466
2002-04-22,3500.2107340838224
2002-04-23,3488.4914659180104
2002-04-24,3485.3619746122786
2002-04-25,3481.6994866441123
2002-04-26,3460.3888954341755
2002-04-29,3460.4496978028533
2002-04-30,3470.7523762275
2002-05-01,3483.4095484670033
2002-05-02,3477.8414191797124
2002-05-03,3491.5563198027603
2002-05-06,3483.7361198619255
2002-05-07,3435.4369103794875
2002-05-08,3488.522322110334
2002-05-09,3487.2529428211906
2002-05-10,3472.929426113654
2002-05-13,3485.128786039502
2002-05-14,3491.956249844055
2002-05-15,3539.0423848017963
2002-05-16,3549.3136159901383
2002-05-17,3587.523933747462
2002-05-20,3577.5444066857717
2002-05-21,3571.437969616196
2002-05-22,3569.0087436788467
2002-05-23,3564.9292223321277
2002-05-24,3582.8424217164143
2002-05-27,3572.9982696936413
2002-05-28,3570.2322161698335
2002-05-29,3569.0809291132477
2002-05-30,3547.615137498495
2002-05-31,3547.9620021670967
2002-06-03,3550.583041749126
2002-06-04,3509.9419815693177
2002-06-05,3469.6291339706113
2002-06-06,3474.310275489448
2002-06-07,3433.917996794103
2002-06-10,3428.569720450401
2002-06-11,3448.8641259073283
2002-06-12,3406.098381591388
2002-06-13,3358.302973791305
2002-06-14,3282.7286419383354
2002-06-17,3324.6350816358936
2002-06-18,3333.0714941720494
2002-06-19,3289.9257907155525
2002-06-20,3271.9501195360062
2002-06-21,3272.6865922349944
2002-06-24,3239.8621814744533
2002-06-25,3273.308337594338
2002-06-26,3249.6861269142773
2002-06-27,3264.828445057943
2002-06-28,3362.1945379373706
2002-07-01,3375.4223610638774
2002-07-02,3293.9083528030396
2002-07-03,3229.78691628495
2002-07-04,3261.3323202531355
2002-07-05,3349.4899553861424
2002-07-08,3374.2593156049547
2002-07-09,3379.971135558204
2002-07-10,3299.1499303518062
2002-07-11,3208.5840668162828
2002-07-12,3212.6786239786825
2002-07-15,3123.3855305550396
2002-07-16,3128.3446614265495
2002-07-17,3188.6939336397554
2002-07-18,3241.083418057765
2002-07-19,3140.2563167673406
2002-07-22,3011.3097749127955
2002-07-23,2935.99602213108
2002-07-24,2903.271885750797
2002-07-25,2979.1067097911473
2002-07-26,2940.897727828249
2002-07-29,3033.7999383007077
2002-07-30,3058.4305177019523
2002-07-31,3052.065296143477
2002-08-01,2967.572373575403
2002-08-02,2957.7276702017152
2002-08-05,2893.9396896504554
2002-08-06,2909.5369867329896
2002-08-07,2921.388529569455
2002-08-08,2992.3319353578163
2002-08-09,3045.224451463712
2002-08-12,3004.2810305019625
2002-08-13,3024.212279935853
2002-08-14,3012.5603426336615
2002-08-15,3067.6169101161336
2002-08-16,3082.3911460765494
2002-08-19,3124.353227920542
2002-08-20,3099.020904437372
2002-08-21,3130.030257800818
2002-08-22,3165.4689344233557
2002-08-23,3137.514517833405
2002-08-26,3140.165057293493
2002-08-27,3192.244790682666
2002-08-28,3098.7825597517676
2002-08-29,3057.2449351597083
2002-08-30,3063.8418991924423
2002-09-02,3028.9924405044667
2002-09-03,2949.540613765798
2002-09-04,2928.8097107994545
2002-09-05,2916.982629096318
2002-09-06,2957.0449319658774
2002-09-09,2931.829462600204
2002-09-10,2972.007248083429
2002-09-11,3001.9741472591345
2002-09-12,2937.839771368228
2002-09-13,2890.1018883829383
2002-09-16,2871.45942764204
2002-09-17,2859.8116416129587
2002-09-18,2797.556066110451
2002-09-19,2788.341856258333
2002-09-20,2766.342094925564
2002-09-23,2689.8269916012327
2002-09-24,2647.654194128412
2002-09-25,2661.899934649094
2002-09-26,2749.854007263247
2002-09-27,2756.911044646809
2002-09-30,2683.0304291921116
2002-10-01,2682.2190112405465
2002-10-02,2713.8631251855963
2002-10-03,2678.4752003469307
2002-10-04,2628.581694100646
2002-10-07,2570.756266397247
2002-10-08,2542.9148319307938
2002-10-09,2529.571710879493
2002-10-10,2566.637347165747
2002-10-11,2673.915375641268
2002-10-14,2648.017784224353
2002-10-15,2784.1714373108753
2002-10-16,2761.392926375456
2002-10-17,2809.797008731103
2002-10-18,2811.1864837208445
2002-10-21,2818.2569740130243
2002-10-22,2779.433613410803
2002-10-23,2731.716181175484
2002-10-24,2779.3547648051176
2002-10-25,2775.7391133367487
2002-10-28,2815.410908213977
2002-10-29,2734.4354078228134
2002-10-30,2779.9082747971993
2002-10-31,2815.962233568702
2002-11-01,2806.9809321285547
2002-11-04,2880.4271033560785
2002-11-05,2912.677090696921
2002-11-06,2881.9950437843686
2002-11-07,2865.9307045622418
2002-11-08,2841.8315244776345
2002-11-11,2803.9501321166204
2002-11-12,2833.2114131924122
2002-11-13,2808.4240120188106
2002-11-14,2830.342196774637
2002-11-15,2867.9718682713587
2002-11-18,2882.409888388169
2002-11-19,2867.745047506384
2002-11-20,2858.4500413000787
2002-11-21,2939.203683825482
2002-11-22,2954.1142321679763
2002-11-25,2938.9975871172333
2002-11-26,2891.8298246153945
2002-11-27,2934.4139707278005
2002-11-28,2987.6962688169383
2002-11-29,2986.8222540505794
2002-12-02,2984.5410700453126
2002-12-03,2935.703998686275
2002-12-04,2902.019698185372
2002-12-05,2871.0953479349446
2002-12-06,2878.587772807934
2002-12-09,2823.6799995175224
2002-12-10,2838.678430926372
2002-12-11,2860.448307054111
2002-12-12,2840.1371324763763
2002-12-13,2819.533463483429
2002-12-16,2874.97293968522
2002-12-17,2870.485042570123
2002-12-18,2809.51371595344
2002-12-19,2802.391118346293
2002-12-20,2827.8264151083195
2002-12-23,2836.158164099831
2002-12-24,2845.810853961564
2002-12-25,2844.5275672007892
2002-12-26,2856.898925669292
2002-12-27,2812.038345056847
2002-12-30,2842.1578387378036
2002-12-31,2861.838592489841
2003-01-01,2861.838592489841
2003-01-02,2905.2464188450217
2003-01-03,2934.8163892095263
2003-01-06,2977.095428488318
2003-01-07,2936.624106927412
2003-01-08,2886.467117816629
2003-01-09,2918.436037284345
2003-01-10,2944.1877606014777
2003-01-13,2959.2590045071247
2003-01-14,2988.0644346450295
2003-01-15,2969.031850294181
2003-01-16,2971.441167087796
2003-01-17,2937.4286045182744
2003-01-20,2903.183438687286
2003-01-21,2885.9019153904337
2003-01-22,2848.295311582143
2003-01-23,2864.5490796023055
2003-01-24,2854.4985121373315
2003-01-27,2773.681026720828
2003-01-28,2765.736041916809
2003-01-29,2757.657446636042
2003-01-30,2780.7529354123535
2003-01-31,2774.160944087309
2003-02-03,2821.8524937550847
2003-02-04,2787.9803520951505
2003-02-05,2820.9897378313526
2003-02-06,2774.615653099582
2003-02-07,2752.8315955983962
2003-02-10,2725.555194396453
2003-02-11,2759.5359593942785
2003-02-12,2745.36458979054
2003-02-13,2753.1309465756362
2003-02-14,2781.1735531156046
2003-02-17,2820.520210102784
2003-02-18,2825.2031521474114
2003-02-19,2789.658879570789
2003-02-20,2783.799630923038
2003-02-21,2784.6409977311105
2003-02-24,2751.2846362749015
2003-02-25,2677.343179728672
2003-02-26,2669.0128699204843
2003-02-27,2679.204586159735
2003-02-28,2713.9385094078752
2003-03-03,2734.244861730838
2003-03-04,2698.3371322950084
2003-03-05,2695.328169666012
2003-03-06,2674.238422107114
2003-03-07,2632.9766110410637
2003-03-10,2571.6787724115707
2003-03-11,2559.6744783202384
2003-03-12,2497.619020337455
2003-03-13,2570.722218654922
2003-03-14,2636.952054447727
2003-03-17,2677.0482181941684
2003-03-18,2685.4006813459173
2003-03-19,2705.2380957994724
2003-03-20,2708.634952901593
2003-03-21,2755.64243967255
2003-03-24,2708.555963096309
2003-03-25,2720.448391265073
2003-03-26,2727.5619603254854
2003-03-27,2702.5840232807927
2003-03-28,2694.1557635431127
2003-03-31,2639.7562071435864
2003-04-01,2661.5396082017046
2003-04-02,2708.4826845838675
2003-04-03,2716.427482019212
2003-04-04,2734.178951717621
2003-04-07,2802.6139232176783
2003-04-08,2771.1485633476564
2003-04-09,2764.3973882367154
2003-04-10,2754.6679252456006
2003-04-11,2751.42848549798
2003-04-14,2772.462801510774
2003-04-15,2820.329875383476
2003-04-16,2815.1347351047134
2003-04-17,2834.4519650328057
2003-04-18,2835.030725109091
2003-04-21,2823.1715708479583
2003-04-22,2856.580508793941
2003-04-23,2886.3350160926366
2003-04-24,2867.9408023091682
2003-04-25,2830.119268094887
2003-04-28,2870.6672255714097
2003-04-29,2878.314395232155
2003-04-30,2922.07744530522
2003-05-01,2932.667028965974
2003-05-02,2944.5833566484494
2003-05-05,2972.7339849597183
2003-05-06,3031.3590280889703
2003-05-07,3013.1821503792708
2003-05-08,2973.470984068949
2003-05-09,3003.611025500505
2003-05-12,3022.636112833444
2003-05-13,3028.6629887902095
2003-05-14,3039.545901846785
2003-05-15,3055.5225905346697
2003-05-16,3076.447879976813
2003-05-19,3020.63457869924
2003-05-20,3023.3881438009867
2003-05-21,3009.665651699098
2003-05-22,3044.147751137031
2003-05-23,3063.788501045754
2003-05-26,3071.183186700408
2003-05-27,3073.4116386849455
2003-05-28,3099.106735265135
2003-05-29,3134.4252521473913
2003-05-30,3124.927405858799
2003-06-02,3175.5689002101103
2003-06-03,3158.521241375958
2003-06-04,3181.385978129292
2003-06-05,3216.082260747901
2003-06-06,3239.8236273394828
2003-06-09,3227.725931558261
2003-06-10,3226.7222322208677
2003-06-11,3285.757605154518
